,Unnamed: 0,Text,Pronoun,Pronoun-offset,Answer,Answer-offset,Possible answers
3083,3083,"Borges commented about Neruda, ""Now he knows that's rubbish .",he,35,Borges,35,"['Borges', 'Neruda']"
3084,3084,"While Borges was the great popularizer of the review of an imaginary work, he had developed the idea from Thomas's Sartor, a book-length review of a non-existent German transcendentalist work, and the biography of its equally non-existent author .",he,74,Borges,74,"['Borges', 'Thomas']"
3085,3085,"Some observers speculated that Borges did not receive the award in his later life because of his conservative political views, or, more specifically, because he had accepted an honour from Chilean dictator Augusto .",he,157,Borges,157,"['Borges', 'Augusto']"
3086,3086,"Borges's interest in fantasy was shared by Bioy, with whom he coauthored several collections of tales between 1942 and 1967 .",he,58,Bioy,58,"['Borges', 'Bioy']"
3087,3087,"As Borges matured, he came to a more nuanced attitude toward the Hern ndez poem .",he,18,Borges,18,"['Borges', 'Hern']"
3088,3088,"Borges wrote that he considered Mexican essayist Alfonso to be ""the best prose-writer in the Spanish language of any time .",he,17,Borges,17,"['Borges', 'Alfonso']"
3089,3089,"Mart states that Borges had, for example, at least a superficial knowledge of set theory, which he handles with elegance in stories such as ""The Book of Sand"" .",he,95,Borges,95,"['Mart', 'Borges']"
3090,3090,"K stner also renewed his collaboration with Edmund, whom he had met in Leipzig in 1929, when Nick, then Head of the Music Department at Radio Silesia, wrote the music for K stner's radio play Leben in dieser Zeit .",he,56,Edmund,56,"['Edmund', 'Nick', 'Leben']"
3091,3091,"Hoffmann, , German author and composer Joachim , artist Harry , football player Lorenz , lawyer, poet and politician Dieter , communard and left-wing activiste Paul , painter and organist Paul, , German writer and illustrator Emil , historian and collector Duke in Bavaria, actually Duke in Bavaria , promoter of Bavarian folk music in the 19th century Willy , German aircraft designer, Flugzeugbau , German physician, sports medicine specialist, mountain rescue doctor, and international sports administrator Christina, convicted of witchcraft and sentenced to death by burning in 1627 during the Bamberg witch trials Martin , anatomist and professor Ida, , chemist and physicist; she discovered element 75, rhenium Christopher , pianist Fiona , Olympic Silver Medalist Bernd , composer and musicologist Mike, , painter, set designer and writer Gerd , conductor Rainer , entrepreneur and founder of McFit Fitness GmbH Claus , German officer who attempted to assassinate German dictator Adolf in the July 20 Plot Berthold , former General of the Bundeswehr , German noble, Court President for the Kingdom of Bavaria, advisor to Prince of Bavaria, Privy councilor and an Honorary Citizen of the city of Bamberg .",she,681,Hoffmann,681,"['Hoffmann', 'Joachim', 'Harry', 'Lorenz', 'Dieter', 'Paul', 'Paul', 'Emil', 'Duke', 'Willy', 'Flugzeugbau', 'Christina', 'Martin', 'Ida', 'Christopher', 'Fiona', 'Bernd', 'Mike', 'Gerd', 'Rainer', 'Adolf', 'Plot Berthold']"
3092,3092,"After Erika's birth came that of her brother Klaus, with whom she was personally close her entire life .",she,61,Klaus,61,"['Erika', 'Klaus']"
3093,3093,"In particular, Mann objected to what she considered the lenient treatment of cultural figures, such as the conductor Wilhelm ngler, who had stayed in Germany throughout the Nazi period .",she,36,Mann,36,"['Mann', 'Wilhelm ngler']"
3094,3094,"To his own surprise, Grillparzer became the most popular author of the day; he was ranked with Goethe and Schiller, and lauded as the national poet of Austria .",he,75,Grillparzer,75,"['Grillparzer', 'Goethe', 'Schiller']"
3095,3095,"Kafka's troubled relationship with his father is evident in his Brief an den of more than 100 pages, in which he complains of being profoundly affected by his father's authoritarian and demanding character; his mother, in contrast, was quiet and shy .",he,109,Kafka,109,['Kafka']
3096,3096,"Brod soon noticed that, although Kafka was shy and seldom spoke, what he said was usually profound .",he,69,Kafka,69,"['Brod', 'Kafka']"
3097,3097,"Kafka was an avid reader throughout his life; together he and Brod read Plato's Protagoras in the original Greek, on Brod's initiative, and Flaubert's L' ducation sentimentale and La Tentation de St .",he,54,Kafka,54,"['Kafka', 'Brod', 'Plato', 'Protagoras', 'Flaubert']"
3098,3098,"According to Brod, Kafka was ""tortured"" by sexual desire, and Kafka's biographer Reiner states that his life was full of ""incessant womanising"" and that he was filled with a fear of ""sexual failure"" .",he,152,Reiner,152,"['Brod', 'Kafka', 'Kafka', 'Reiner']"
3099,3099,"In the opinion of literary critic Harold, although Kafka was uneasy with his Jewish heritage, he was the quintessential Jewish writer .",he,93,Kafka,93,"['Harold', 'Kafka']"
3100,3100,"When Brod died in 1968, he left Kafka's unpublished papers, which are believed to number in the thousands, to his secretary Esther .",he,23,Brod,23,"['Brod', 'Kafka', 'Esther']"
3101,3101,Franz a Praha and aims to immerse the visitor into the world in which Kafka lived and about which he wrote .,he,97,Kafka,97,"['Franz', 'Kafka']"
3102,3102,"Despite attempts to save his marriage to Alma, with whom he had a young daughter, Manon, Gropius reluctantly agreed to a divorce in 1920 .",he,56,Alma,56,"['Alma', 'Manon', 'Gropius']"
3103,3103,"Under the name John he translated Terrena, by Paul in 1960, Poems from the Lowlands from the Dutch and Flemish in 1967, Thirty-One New Poets , Hill & Wang Pub, 1968, ISBN 0-8090-0090-3), Waterland: A Gathering from Holland , and From the Flemish of Gaston Burssens Subsequently, translating under the name C .",he,19,John,19,"['John', 'Terrena', 'Paul']"
3104,3104,"Linn gets drafted into the army, and he and Claudelle are spending their last night together before Linn's departure at the senior prom .",he,36,Linn,36,"['Linn', 'Claudelle', 'Linn']"
3105,3105,Claudelle wakes up the next morning after a bad storm and decides to get revenge on Linn the best way she knows how by becoming the town bad girl and teasing all the local boys .,she,101,Claudelle,101,"['Claudelle', 'Linn']"
3106,3106,"Harley, not wanting Dennis to find out about his sexual encounter with Claudelle, does everything he can to talk Dennis from going to see Claudelle, but Dennis ignores his dad and drives off, with Harley having a war-weary look on his face .",he,97,Harley,97,"['Harley', 'Dennis', 'Claudelle', 'Dennis', 'Claudelle', 'Dennis', 'Harley']"
3107,3107,"Rip shows up in his big hot rod to take out Claudelle, and he and Dennis get into a bad fight .",he,58,Rip,58,"['Rip', 'Claudelle', 'Dennis']"
3108,3108,The next morning Clyde is shocked when he wakes up and is told by Claudelle that Jessie packed her bags that morning and left .,he,38,Clyde,38,"['Clyde', 'Claudelle', 'Jessie']"
3109,3109,"Ty has promised to donate any profits generated by a 1-acre parcel of the farm to the church, but, terrified that gold will be found on ""God's acre"", he keeps moving the acre marker around .",he,149,Ty,149,"['Ty', 'God']"
3110,3110,"The next morning, Will makes love to Darling while Rosamund is out buying hairpins; when Rosamund returns she discovers the two naked in bed together and beats Darling with a hair brush .",she,105,Rosamund,105,"['Will', 'Darling', 'Rosamund', 'Rosamund', 'Darling']"
3111,3111,"Will talks to Dave, who says he does not want to return to his poverty-stricken home in the southern swamps .",he,28,Dave,28,"['Will', 'Dave']"
3112,3112,"Later that night at the Walden farm, Ty is still worried that the albino Dave wants to run away, but his fears are allayed when he and Buck discover Dave and Uncle sleeping peacefully in the barn .",he,127,Ty,127,"['Ty', 'Dave', 'Buck', 'Dave', 'Uncle']"
3113,3113,"A short time later, Ty watches his daughter-in-law Griselda undress, and catches a good glimpse of her bare skin as she slips on her nightgown .",she,115,Ty,115,"['Ty', 'Griselda']"
3114,3114,"Cantwell married Mary, known as Betsy, a teacher, on February 2, 1931: she was a cousin of Lyle, whom Fixx had been serving as secretary .",she,70,Mary,70,"['Cantwell', 'Mary', 'Betsy', 'Lyle', 'Fixx']"
3115,3115,"When Cantwell wrote of Banjo, the virtually unknown author of Waltzing, he made sure that a colorful footnote to history was not going to be lost, at least not to SI readers .",he,71,Cantwell,71,"['Cantwell', 'Banjo', 'Waltzing']"
3116,3116,"In October 1931, Cantwell attended a dinner party in honor of his first novel, Laugh and Lie Down, where he met Whittaker, friend Mike, and Intrator's wife Grace .",he,104,Cantwell,104,"['Cantwell', 'Laugh', 'Whittaker', 'Mike', 'Intrator', 'Grace']"
3117,3117,"At the time, Chambers had become an editor at the New Masses magazine; he and Cantwell became ""very close friends . """,he,70,Chambers,70,"['Chambers', 'Cantwell']"
3118,3118,"When Chambers went into the Soviet underground in mid-1932, Cantwell knew; he declined to let Chambers use his home as a letter drop .",he,74,Cantwell,74,"['Chambers', 'Cantwell', 'Chambers']"
3119,3119,"In April 1934, Cantwell met Chambers' underground comrade, John, whom he knew as ""Phillips . """,he,69,John,69,"['Cantwell', ""Chambers'"", 'John', 'Phillips']"
3120,3120,"For the rest of his life, Cantwell would remain unclear about just how much he knew about or was involved in Chambers' underground activities .",he,75,Cantwell,75,"['Cantwell', ""Chambers'""]"
3121,3121,"In later years, Cantwell would express skepticism that Chambers even was in the underground; at others, he would express great fear of Soviet retribution .",he,103,Cantwell,103,"['Cantwell', 'Chambers']"
3122,3122,"The historian Diarmaid considers that, though he had founded Sinn in, Griffith was 'quickly airbrushed' from Irish history .",he,45,Diarmaid,45,"['Diarmaid', 'Sinn', 'Griffith']"
3123,3123,Noyk and Solomons were among a group of friends who purchased a house for Griffith when he married .,he,87,Griffith,87,"['Noyk', 'Solomons', 'Griffith']"
3124,3124,"Williams served in the Second Boer War, where one of his companions was Erskine, of whom he later wrote a memoir .",he,88,Erskine,88,"['Williams', 'Erskine']"
3125,3125,"Widowed in 1904, Hannah had moved her family by 1908 to Dublin, where Brendan attended St Patrick's National School, Drumcondra, until 1910, when he was transferred to the O'Connell School, run by the Irish Christian Brothers .",he,145,Brendan,145,"['Hannah', 'Brendan']"
3126,3126,"Bracken denied that, but Dalton insisted that he remembered the smell of Bracken's corduroy trousers .",he,45,Dalton,45,"['Bracken', 'Dalton', 'Bracken']"
3127,3127,"After Sedbergh, whose ""old boy"" tie he used to good effect, Bracken was briefly a schoolmaster at Bishop's Stortford College .",he,35,Sedbergh,35,"['Sedbergh', 'Bracken']"
3128,3128,"In an NPR interview to promote Calvary in 2014, Gleeson revealed that he was molested as a child by a Christian Brother in primary school .",he,69,Gleeson,69,"['Calvary', 'Gleeson']"
3129,3129,"While Gleeson portrayed Irish statesman Michael in The Treaty, he later portrayed Collins' close collaborator Liam in the film Michael with Liam taking the role of Collins .",he,62,Gleeson,62,"['Gleeson', 'Michael', ""Collins'"", 'Liam', 'Michael', 'Liam', 'Collins']"
3130,3130,"Known to locals as Luca, he later built a reputation as a lawyer and judge in Ploie ti, and married Ecaterina, the daughter of a merchant from the Transylvanian town of Bra ov .",he,24,Luca,24,"['Luca', 'Ecaterina']"
3131,3131,"The young Caragiale opted to follow in his uncles' footsteps, and was taught declamation and mimic art by Costache at the latter's theater school in Bucharest, where he was accompanied by his mother and sister .",he,165,Caragiale,165,"['Caragiale', 'Costache']"
3132,3132,"With Negruzzi, he dramatized Hatmanul, a short story by Nicolae .",he,14,Negruzzi,14,"['Negruzzi', 'Hatmanul', 'Nicolae']"
3133,3133,"The former was jealous of Cargiale's relations with Micle, while she resented the poet's affair with Mite .",she,64,Micle,64,"['Cargiale', 'Micle', 'Mite']"
3134,3134,"In June 1883, while visiting Maiorescu's house, he received news that Eminescu had suffered the first in a series of dementia attacks .",he,47,Maiorescu,47,"['Maiorescu', 'Eminescu']"
3135,3135,"Ion was romantically involved with an unmarried young woman, Maria, who worked for the Bucharest Town Hall in 1885, she gave birth to Mateiu, whom Caragiale recognized as his son .",she,115,Maria,115,"['Ion', 'Maria', 'Mateiu', 'Caragiale']"
3136,3136,"Together with the socialist activist Tony a and the illustrator Constantin, he established the satirical magazine Moftul Rom n, which ceased print after a few months, before being revived in 1901 and becoming an important venue for social criticism .",he,75,Constantin,75,"['Tony a', 'Constantin']"
3137,3137,"During the same period, Caragiale had the initiative to publish short fragments he had translated from classical pieces, leaving readers to guess who their authors were Vianu, citing the speculations made by other critics, presumed that these were writers admired by both Caragiale and his friend, the schoolteacher Anghel .",he,79,Caragiale,79,"['Caragiale', 'Vianu', 'Caragiale', 'Anghel']"
3138,3138,"In 1895, at the age of 43, Caragiale decided to join the Radical Party, led at the time by former Junimist George; one year later, he began contributing to its mouthpiece, the newspaper Ziua .",he,130,Junimist George,130,"['Caragiale', 'Junimist George']"
3139,3139,"As Sturdza came to lead the cabinet, both he and Brote retracted their previous statements, but again provoked the National Party by alleging that its leaders were the actual radicals .",he,41,Sturdza,41,"['Sturdza', 'Brote']"
3140,3140,"According to Tudor, Caragiale was also showing signs that he was about to enter a vaguely misanthropic phase of his life .",he,57,Caragiale,57,"['Tudor', 'Caragiale']"
3141,3141,"In 1906, together with Zarifopol, he visited Beethoven's house in Bonn .",he,33,Zarifopol,33,"['Zarifopol', 'Beethoven']"
3142,3142,"Caragiale had previously rejected Constantin's offer to carry out a public subscription in his favor, arguing that he could not accept such financial gains .",he,114,Caragiale,114,"['Caragiale', 'Constantin']"
3143,3143,"Zarifopol also noted that, for as long as he lived, the writer derided the innovative works of Henrik and August, but pointed out that Caragiale had never actually read or seen their plays .",he,41,Zarifopol,41,"['Zarifopol', 'Henrik', 'Caragiale']"
3144,3144,"Literary critic Matei linescu believes that he genuinely admired n ora ul cu trei sute de biserici , a free verse poem by the Symbolist Ion .",he,43,Matei linescu,43,['Matei linescu']
3145,3145,"Nevertheless, as Tudor indicated, although Caragiale preferred observation and spontaneity to speculation, he was not averse to pure philosophical analysis, and frequently quoted the classics in defense of his aesthetic guidelines .",he,106,Caragiale,106,"['Tudor', 'Caragiale']"
3146,3146,"In parallel, literary critic George linescu argued that "" he typological structure is present in Caragiale's work as a supporting structure, without being essential .",he,57,George linescu,57,"['George linescu', 'Caragiale']"
3147,3147,"Also according to Vianu, Ion, unlike the Naturalists, was generally not interested in offering the reader access to his characters' psychological background aside from his N pasta and P cat, and O f clie te, he only adopted the psychological technique in satirical contexts, as a means to parody its use .",he,207,Ion,207,"['Vianu', 'Ion']"
3148,3148,"According to various authors, Caragiale was also a predecessor of Absurdism, and he is known to have been cited as an influence by the Absurdist dramatist Eug .",he,80,Caragiale,80,"['Caragiale', 'Eug']"
3149,3149,"Early in his career, Jan was not allowed to publish his works, but when Kardelj's and Tito's deaths in the late 1970s led to gradual liberalisation, he was able to work as a screenwriter and playwright .",he,148,Jan,148,"['Jan', 'Kardelj', 'Tito']"
3150,3150,"Sidran was raised in Racine, Wisconsin, and attended the University of Wisconsin Madison in 1961, where he became a member of The Ardells with Steve and Boz .",he,103,Sidran,103,"['Sidran', 'Steve', 'Boz']"
3151,3151,"However, Ginsberg has said he did not meet Kaufman until 1959 .",he,26,Ginsberg,26,"['Ginsberg', 'Kaufman']"
3152,3152,"During Kaufman's time at The New School and in New York, he found inspiration in the writings of Herman, Walt, Arthur, Guillaume, Federico, Hart, Gertrude, Langston, Frantz, Aim saire, and Nicol s Guill n .",he,56,Kaufman,56,"['Kaufman', 'Herman', 'Walt', 'Arthur', 'Guillaume', 'Federico', 'Hart', 'Gertrude', 'Langston', 'Frantz', 'Aim', 'Nicol', 'Guill']"
3153,3153,"On his release, Kaufman lived in the same building as Allen, where he met Timothy in January 1961, and took psilocybin along with Jack, apparently for the first time .",he,66,Allen,66,"['Kaufman', 'Allen', 'Timothy', 'Jack']"
3154,3154,"Another teacher was less impressed: mile Durand wrote in a report ""Debussy would be an excellent pupil if he were less sketchy and less cavalier . """,he,105,Debussy,105,"['Durand', 'Debussy']"
3155,3155,"At the end of 1880 Debussy, while continuing in his studies at the Conservatoire, was engaged as accompanist for Marie's singing class; he took this role for four years .",he,135,Debussy,135,"['Debussy', 'Marie']"
3156,3156,"Debussy was there from January 1885 to March 1887, with three or possibly four absences of several weeks when he returned to France, chiefly to see Marie .",he,109,Debussy,109,"['Debussy', 'Marie']"
3157,3157,"In May 1893 Debussy attended a theatrical event that was of key importance to his later career the premiere of Maurice's play Pell as et M lisande, which he immediately determined to turn into an opera .",he,153,Maurice,153,"['Debussy', 'Maurice', 'Pell']"
3158,3158,"Maeterlinck wanted his mistress, Georgette, to sing the role, and was incensed when she was passed over in favour of the Scottish soprano Mary .",she,83,Maeterlinck,83,"['Maeterlinck', 'Georgette', 'Mary']"
3159,3159,"In 1903 there was public recognition of Debussy's stature when he was appointed a Chevalier of the L gion d'honneur, but his social standing suffered a great blow when another turn in his private life caused a scandal the following year .",he,62,Debussy,62,"['Debussy', 'Chevalier']"
3160,3160,"Writing in 1958, the critic Rudolph summarised six features of Debussy's music, which he asserted ""established a new concept of tonality in European music"": the frequent use of lengthy pedal points ""not merely bass pedals in the actual sense of the term, but sustained 'pedals' in any voice""; glittering passages and webs of figurations which distract from occasional absence of tonality; frequent use of parallel chords which are ""in essence not harmonies at all, but rather 'chordal melodies', enriched unisons"", described by some writers as non-functional harmonies; bitonality, or at least bitonal chords; use of the whole-tone and pentatonic scales; and unprepared modulations, ""without any harmonic bridge"" .",he,85,Rudolph,85,"['Rudolph', 'Debussy']"
3161,3161,"Not only Debussy's use of whole-tone scales, but also his style of word-setting in Pell as et M lisande, were the subject of study by Leo ek while he was writing his 1921 opera K a Kabanov .",he,146,Leo ek,146,"['Debussy', 'Leo ek', 'Kabanov']"
3162,3162,"Montagu, whom he indirectly referenced in the popular poem Eloisa to Abelard, and to Martha, with whom his friendship continued throughout his life .",he,13,Montagu,13,"['Montagu', 'Eloisa', 'Abelard', 'Martha']"
3163,3163,"During Pope's friendship with Joseph, he contributed to Addison's play Cato, as well as writing for The Guardian and The Spectator .",he,37,Joseph,37,"['Pope', 'Joseph', 'Addison', 'Cato']"
3164,3164,"The money made from his translation of Homer allowed Pope to move in 1719 to a villa at Twickenham, where he created his now famous grotto and gardens .",he,105,Homer,105,"['Homer', 'Pope']"
3165,3165,"In Pope's world, God exists and is what he centres the Universe around in order to have an ordered structure .",he,39,God,39,"['Pope', 'God']"
3166,3166,"Pope used the model of Horace to satirise life under George, especially what he regarded as the widespread corruption tainting the country under Walpole's influence and the poor quality of the court's artistic taste .",he,76,Horace,76,"['Pope', 'Horace', 'George', 'Walpole']"
3167,3167,"In 1866, Herculano married an old love of his, Mariana, born about 1830, with whom he had no children .",he,82,Mariana,82,"['Herculano', 'Mariana']"
3168,3168,"Changing his name to Akhenaten, he touted the previously obscure sun deity Aten as the supreme deity, suppressed the worship of most other deities, and moved the capital to the new city of Akhetaten .",he,31,Akhenaten,31,"['Akhenaten', 'Aten']"
3169,3169,"In Vieira's famous opus, Clavis, he had endeavoured to prove the truth of his dreams from passages of Scripture .",he,32,Clavis,32,"['Vieira', 'Clavis']"
3170,3170,"Arthur attended her parties, usually when he knew that Goethe would be there though the famous writer and statesman didn't even seem to notice the young and unknown student .",he,41,Arthur,41,"['Arthur', 'Goethe']"
3171,3171,"Schopenhauer was also captivated by the beautiful Karoline, mistress of Karl, Grand of Saxe-Weimar-Eisenach, and he wrote to her his only known love poem .",he,112,Schopenhauer,112,"['Schopenhauer', 'Karoline', 'Karl', 'Grand of Saxe-Weimar-Eisenach']"
3172,3172,Arthur attended lectures by the prominent post-Kantian philosopher Johann but quickly found many points of disagreement with his Wissenschaftslehre and he also found his lectures tedious and hard to understand .,he,151,Johann,151,"['Arthur', 'Johann']"
3173,3173,"Hegel was also facing political suspicions at the time when many progressive professors were fired, while Schopenhauer carefully mentioned in his application that he had no interest in politics .",he,162,Schopenhauer,162,"['Hegel', 'Schopenhauer']"
3174,3174,"The rebellion passed without any loss to Schopenhauer and he later praised Alfred, Prince of Windisch-Gr tz for restoring order .",he,57,Schopenhauer,57,"['Schopenhauer', 'Alfred']"
3175,3175,"Although Schopenhauer considered colour theory a minor matter, he accepted the invitation out of admiration for Goethe .",he,62,Schopenhauer,62,"['Schopenhauer', 'Goethe']"
3176,3176,"Although Schopenhauer could see no justification for trying to prove Euclid's parallel postulate, he did see a reason for examining another of Euclid's axioms .",he,97,Schopenhauer,97,"['Schopenhauer', 'Euclid', 'Euclid']"
3177,3177,"Schopenhauer reserved his most unqualified damning condemnation for Hegel, whom he considered less worthy than Fichte or Schelling .",he,79,Hegel,79,"['Schopenhauer', 'Hegel', 'Fichte', 'Schelling']"
3178,3178,"When Winston passed through Frederick in 1943, he stopped at the house and recited the poem from memory .",he,46,Winston,46,"['Winston', 'Frederick']"
3179,3179,"Mizner also omitted embarrassing information: he said his father retired as ambassador because ""father's health broke down"", when in fact his father was fired by Secretary of State James .",he,45,Mizner,45,"['Mizner', 'James']"
3180,3180,"Later, Addison was attracted to the young painter he used on the Cosden house, Achille, 'a strikingly handsome young fellow' . """,he,49,Addison,49,"['Addison', 'Achille']"
3181,3181,Little is known about Addison's sketches and artwork prior to his architectural career; he did brag in 1893 of having sold six pictures for $150 .,he,87,Addison,87,"['Little', 'Addison']"
3182,3182,"In January 1918, aged 46, Mizner visited Palm Beach, Florida for his health, at the suggestion of Paris, whose house guest he was .",he,122,Mizner,122,['Mizner']
3183,3183,"On November 26, 1898, Gelbfisz left Hamburg for Birmingham, England, where he remained with relatives for six weeks under the name Samuel .",he,74,Gelbfisz,74,"['Gelbfisz', 'Samuel']"
3184,3184,"William directed many of his most celebrated productions, and he hired writers such as Ben, Sidney, Dorothy, and Lillian .",he,61,William,61,"['William', 'Ben', 'Sidney', 'Dorothy', 'Lillian']"
3185,3185,"In the 1950s Samuel turned to making a number of musicals including Hans his last with Danny, with whom he had made many others), and Guys and Dolls starring Marlon, Jean, Frank, and Vivian, which was based on the successful Broadway musical .",he,103,Danny,103,"['Samuel', 'Hans', 'Danny', 'Marlon', 'Jean', 'Frank', 'Vivian']"
3186,3186,"Addison could no longer pay Wilson, so he returned to California .",he,38,Addison,38,"['Addison', 'Wilson']"
3187,3187,"Biographer Alva wrote: Mizner had a vast firsthand criminal erudition, which he commercialized as a dramatist on Broadway and a screenwriter in Hollywood .",he,76,Mizner,76,"['Alva', 'Mizner']"
3188,3188,"Lauren wrote in her autobiography that Bogart's birthday was always celebrated on Christmas Day, saying that he joked about being cheated out of a present every year .",he,108,Lauren,108,"['Lauren', 'Bogart']"
3189,3189,"When actress Louise met Bogart in 1924, he had scar tissue on his upper lip which Brooks said Bogart may have had partially repaired before entering the film industry in 1930 .",he,39,Louise,39,"['Louise', 'Bogart', 'Brooks', 'Bogart']"
3190,3190,"Bogart thought that the Warners wardrobe department was cheap, and often wore his own suits in his films; he used his dog, Zero, to play Pard in High Sierra .",he,105,Bogart,105,"['Bogart', 'Warners', 'Zero', 'Pard']"
3191,3191,"Wallis initially offered to cast George as the leading man, but Raft had a contract stipulating he was not required to appear in remakes .",he,95,Raft,95,"['Wallis', 'George', 'Raft']"
3192,3192,"According to Chandler, Hawks and Bogart argued about who killed the chauffeur; when Chandler received an inquiry by telegram, he could not provide an answer .",he,125,Chandler,125,"['Chandler', 'Hawks', 'Bogart', 'Chandler']"
3193,3193,"Bogart rarely performed on television, but he and Bacall appeared on Edward .",he,42,Bogart,42,"['Bogart', 'Bacall', 'Edward']"
3194,3194,"In the wake of Santana, Bogart had formed a new company and had plans for a film in which he would play a general and Bacall a press magnate .",he,89,Bogart,89,"['Santana', 'Bogart', 'Bacall']"
3195,3195,"Elia's reaction was different, suggesting that the Group did not so much fear that Garfield would fail, but that he would succeed .",he,112,Garfield,112,"['Elia', 'Garfield']"
3196,3196,"In The Exorcist , Detective says Father Damien ""looks like a boxer,"" and more specifically John as he appeared in Body and Soul .",he,98,John,98,"['Damien', 'John']"
3197,3197,"Montgomery's first credited film as director and his final film for MGM was the film noir Lady in the Lake , adapted from Raymond's detective novel, in which he starred as Chandler's most famous character, Phillip .",he,157,Raymond,157,"['Montgomery', 'Raymond', 'Chandler', 'Phillip']"
3198,3198,"The Gallant Hours , a film Montgomery directed and co-produced with its star, his friend James, was the last film or television production with which he was connected in any capacity, as actor, director, or producer .",he,149,James,149,"['Montgomery', 'James']"
3199,3199,"The couple split their time between Hollywood and Europe until Igee's death in 1964, after which Caspary remained in New York where she wrote a further eight books .",she,131,Caspary,131,"['Igee', 'Caspary']"
3200,3200,"Like most people, Caspary did not get along with Harry, and after one spat, she no longer received writing assignments .",she,75,Caspary,75,"['Caspary', 'Harry']"
3201,3201,"1942 found Caspary working on a dramatization of Laura with George, while waiting around for some meaningful war-related work to come from the Office of War information, she tried to join the Army but was turned down .",she,169,Caspary,169,"['Caspary', 'Laura', 'George']"
3202,3202,"Arthur could only pay a fraction of what a Hollywood studio could pay for the rights, but Caspary didn't want the money; she wanted Igee .",she,120,Caspary,120,"['Arthur', 'Caspary', 'Igee']"
3203,3203,"Herbert, editor at Good Housekeeping had conceived the idea of Murder at the Stork Club, and he chose Caspary to write the story .",he,92,Herbert,92,"['Herbert', 'Murder', 'Caspary']"
3204,3204,"Despite their arrangement and a previous wife long-abandoned in England, by 1948 Igee was anxious to marry Caspary, though she had serious reservations about the practice .",she,122,Igee,122,"['Igee', 'Caspary']"
3205,3205,"Caspary returned to New York after Igee's death, where she published eight more books, including The Rosecrest Cell, a study of a group of frustrated amateur Communists; and the memoir The Secrets of Grown-ups .",she,54,Caspary,54,"['Caspary', 'Igee']"
3206,3206,"In his early 20s, Faulkner gave poems and short stories he had written to Stone in hopes of their being published .",he,55,Faulkner,55,"['Faulkner', 'Stone']"
3207,3207,"Faulkner was devastated by this rejection, but he eventually allowed his literary agent, Ben, to significantly edit the text, and the novel was published in 1929 as Sartoris .",he,46,Faulkner,46,"['Faulkner', 'Ben', 'Sartoris']"
3208,3208,Superman convinced Bizarro he would be better off trying to stop the monster before making any more Bizarros .,he,26,Superman,26,"['Superman', 'Bizarro']"
3209,3209,"Elsewhere, the truth is revealed; Bizarro, who has no home and has no family and is held in contempt by Superman, weeps because he is the most miserable thing in the universe .",he,127,Bizarro,127,"['Bizarro', 'Superman']"
3210,3210,Bizarro The only sane person in Bizarro World; he cries incessantly in comparison to the Joker's laughing maniacally .,he,46,Bizarro,46,"['Bizarro', 'Joker']"
3211,3211,"In the Superman: The Animated Series episode ""Bizarro's World"", Bizarro finds the Fortress of Solitude where he interacts with Brainiac and discovers his ""origin"" .",he,108,Bizarro,108,"['Bizarro', 'Brainiac']"
3212,3212,"However, Superman states he thought of that issue and allows Bizzaro to adopt one of the endangered species from the Fortress, whom Bizarro aptly names ""Krypto"" .",he,24,Superman,24,"['Superman', 'Bizzaro', 'Bizarro']"
3213,3213,"Over seven decades, Barzun wrote and edited more than forty books touching on an unusually broad range of subjects, including science and medicine, psychiatry from Robert through William to modern methods, and art, and classical music; he was one of the all-time authorities on Hector .",he,235,Barzun,235,"['Barzun', 'Robert', 'William', 'Hector']"
3214,3214,"Barzun was a proponent of the theatre critic and diarist James, whom he compared in stature to Samuel .",he,68,James,68,"['Barzun', 'James', 'Samuel']"
3215,3215,"On March 2, 2011, Barzun was awarded the 2010 National Humanities Medal by President Barack, although he was not expected to be in attendance .",he,101,Barzun,101,"['Barzun', 'Barack']"
3216,3216,"Hutton's first notable screen appearance was in the episode ""And When the Sky Was Opened"" of The Twilight Zone , in which he co-starred with Rod .",he,121,Hutton,121,"['Hutton', 'Rod']"
3217,3217,"The film was a big flop, but Hutton was then cast in a teen comedy for the same studio, Where the Boys Are , where he appeared alongside a number of young players under contract to the studio, including George, Connie, Yvette and Paula .",he,114,Hutton,114,"['Hutton', 'George', 'Connie', 'Yvette', 'Paula']"
3218,3218,"""Cary identifies with Hutton"", he said .",he,30,Cary,30,"['Cary', 'Hutton']"
3219,3219,"Two years later, Hutton's son Timothy dedicated his 1981 Academy Award, which he had won for his role for the film Ordinary People, to his father .",he,77,Timothy,77,"['Hutton', 'Timothy']"
3220,3220,"Julian has noted that Erle ""had spent more than twenty years practicing law in California, and the knowledge he gained was put to good use in the Perry Mason stories, which hinge on points of law, forensic medicine or science as clever as a watch mechanism and also the total lack of characterization"" .",he,108,Erle,108,"['Julian', 'Erle']"
3221,3221,"had such an impact on Elvis that he borrowed the character's poses, hairstyle and lightning flash chest insignia, as described in Elaine's biography, Elvis and Gladys .",he,32,Elvis,32,"['Elvis', 'Elaine', 'Elvis', 'Gladys']"
3222,3222,"When Bishop left after a year, he was replaced by William , a veteran magazine editor, agent, short story author and novelist .",he,30,Bishop,30,"['Bishop', 'William']"
